0,1
1,103.97327938001978
10,94.4946066708331
10E,57.432426303854875
1E,129.0894405166523
1S,36.095501955671445
2,101.24206388206389
20,25.631691927405193
21,81.78903505299235
21E,232.13736263736263
22,123.29049499649113
22E,134.46702940795439
24,100.02428715114695
24E,67.21019910285669
25,101.94715667763222
26,72.71937040884112
27,73.76825230467391
27E,34.53131830601093
28,79.81795905943231
29,184.2087121781023
2E,73.19439630271519
3,74.43041932935277
31,70.01576878699474
33,63.03621909052808
33E,49.33081570996979
34,62.62507472600465
34E,195.6808905380334
37,116.36833026593247
37E,64.03246073298429
38,79.64671670246398
39,40.087780395370274
4,96.78763487279477
40,75.09599182294068
41,69.24544895448955
41E,54.92044063647491
41S,76.10618892508144
42,79.5534525323558
44,113.66781085814361
4E,103.63135593220339
5,39.07668969611028
52,246.19030330403362
55,85.58949943102299
57,67.80654241480786
58,57.925472987554855
5S,27.570678069639584
6,85.21174894063485
61,37.120575651497475
62,45.05636244298962
63,152.12402924431132
6E,47.37358742777744
8,53.562957281220136
80,83.99344096871846
81,79.69477449400598
82,87.86191762322755
8E,30.737332339791354
90,76.00637118539218
90E,53.93910782703886
91,77.35555474942836
92,77.74535655944184
93,69.095398583588
94,52.40838101366005
95,67.37638938035938
96,31.807220491959576
98,44.8292089548571
E,82.68696397941682
N1,65.48497450717794
N10,81.55075250281774
N3,62.39083882774904
N4,72.28659003298218
N5,52.22064025854915
N6,60.96884813465645
N7,70.02645194449204
N9,54.95687308393561